id,url,title,price,price_numeric,location,listing_area_m2,listing_zone,listing_type,cost_per_sqm,lat,lng,road_distance_m,road_type,slope_pct,slope_class,district,municipality,parcel_number,sheet,plan,block,parcel_area_m2,planning_zone,planning_zone_desc,substation_el,substation_en,substation_id,hosting_capacity_mw,res_total_mw,available_capacity_mw
6353242,https://www.bazaraki.com/adv/6353242_residential-field-1208-m2/?p=23,Residential Field 1208 m²,€60.000,60000,"Limassol, Agios Georgios Lemesou",1208,H6,Residential,49.67,34.81422612402137,32.89898872375488,28,residential,0.9,flat,,,,,,,,,,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
6353219,https://www.bazaraki.com/adv/6353219_residential-field-820-m2/?p=23,Residential Field 820 m²,€150.000,150000,"Larnaca, Agios Theodoros",820,,Residential,182.93,34.78107865956871,33.40793954173327,,,27.0,steep,,,,,,,,,,ΚΟΦΙΝΟΥ,KOPHINOU,KOPH,46.26509,46.26509,0
6353207,https://www.bazaraki.com/adv/6353207_residential-plot-561-m2/?p=23,Residential Plot 561 m²,€170.000,170000,"Nicosia, Lakatameia - Agios Nikolaos",561,,Residential,303.03,35.09877654282296,33.30265235557959,33,residential,0.9,flat,,,,,,,,,,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6353208,https://www.bazaraki.com/adv/6353208_residential-field-514-m2/?p=23,Residential Field 514 m²,€200.000,200000,"Nicosia, Lakatameia - Agios Nikolaos",514,,Residential,389.11,35.09927342161826,33.31309238005347,7,secondary,2.7,flat,,,,,,,,,,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6353070,https://www.bazaraki.com/adv/6353070_residential-plot-8362-m2/?p=23,Residential Plot 8362 m²,€200.000,200000,"Limassol, Pelendri",8362,H4/H6,Residential,23.92,34.89550563374408,32.96658039093017,1,tertiary,18.4,steep,,,,,,,,,,ΚΑΡΒΟΥΝΑΣ,KARVOUNAS,KARV,17.44,2.440986,14.999014
6353030,https://www.bazaraki.com/adv/6353030_residential-plot-540-m2/?p=23,Residential Plot 540 m²,€155.000,155000,"Nicosia, Lakatameia - Agios Nikolaos",540,Ka7,Residential,287.04,35.09097631990046,33.30697362203568,21,residential,1.8,flat,,,,,,,,,,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6353021,https://www.bazaraki.com/adv/6353021_agricultural-field-6000-m2/?p=23,Agricultural Field 6000 m²,€360.000,360000,"Limassol, Ypsonas",6000,Γα4,Agricultural,60.0,34.7132273822217,32.9397940468026,,,6.7,moderate,,,,,,,,,,ΠΟΛΕΜΙΔΙΑ,POLEMIDHIA 132kV,POLE,47.82,25.654125,22.165875
6353001,https://www.bazaraki.com/adv/6353001_residential-plot-1120-m2/?p=23,Residential Plot 1120 m²,€260.000,260000,"Larnaca, Dromolaxia",1120,,Residential,232.14,34.898071,33.621159,,,0.0,flat,,,,,,,,,,ΛΑΡΝΑΚΑ,LARNACA,LARN,73.78,46.067648,27.712352
6103425,https://www.bazaraki.com/adv/6103425_residential-land-1078-m2/?p=23,Residential Plot 1078 m²,€59.000,59000,"Nicosia, Kalopanagiotis",1078,Η3,Residential,54.73,34.99317756936115,32.82814621925354,15,secondary,15.3,steep,,,,,,,,,,ΤΕΜΒΡΙΑ,TEMBRIA,TEMB,22.86,17.895053,4.964947
6352833,https://www.bazaraki.com/adv/6352833_residential-plot-665-m2/?p=23,Residential Plot 665 m²,€300.000,300000,"Paphos, Agia Marina Chrysochous",665,,Residential,451.13,35.10971167413396,32.50667558997372,20,secondary,3.8,flat,,,,,,,,,,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
6352781,https://www.bazaraki.com/adv/6352781_share-agricultural-field-710-m2/?p=23,(Share) Agricultural Field 710 m²,€50.000,50000,"Nicosia, Analiontas",710,,Agricultural,70.42,35.00751860000003,33.29002230000003,14,secondary,2.7,flat,,,,,,,,,,ΕΡΓΑΤΕΣ,ERGATES,ERGA,56.099481,56.099481,0
6352774,https://www.bazaraki.com/adv/6352774_residential-plot-93-m2/?p=23,Residential Plot 93 m²,€28.000,28000,"Limassol, Arsos Lemesou",93,,Residential,301.08,34.84170978730286,32.76830439999935,13,residential,30.1,steep,,,,,,,,,,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
6352764,https://www.bazaraki.com/adv/6352764_residential-field-2500-m2/?p=23,Residential Field 2500 m²,€45.000,45000,"Limassol, Agios Georgios Lemesou",2500,,Residential,18.0,34.81508752608963,32.89889929528906,7,residential,8.8,moderate,,,,,,,,,,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
6352768,https://www.bazaraki.com/adv/6352768_residential-field-11604-m2/?p=23,Residential Field 11604 m²,€850.000,850000,"Limassol, Asgata",11604,Η3,Residential,73.25,34.77636975514452,33.25710120000011,103,residential,5.8,moderate,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6352730,https://www.bazaraki.com/adv/6352730_agricultural-field-6355-m2/?p=23,Agricultural Field 6355 m²,€120.000,120000,"Limassol, Apsiou",6355,,Agricultural,18.88,34.79693144766004,33.01702164739815,4,residential,9.4,moderate,,,,,,,,,,ΥΨΩΝΑΣ,YPSONAS,YPSO,15.442737,15.442737,0
6349921,https://www.bazaraki.com/adv/6349921_residential-plot-984-m2/?p=23,Residential Plot 984 m²,€345.000,345000,"Limassol, Erimi",984,H3,Residential,350.61,34.69212839999999,32.91907220000004,50,residential,9.8,moderate,,,,,,,,,,ΕΠΙΣΚΟΠΗ,EPISKOPI,EPSK,18.35,13.845218,4.504782
6352339,https://www.bazaraki.com/adv/6352339_residential-plot-778-m2/?p=24,Residential Plot 778 m²,€85.000,85000,"Larnaca, Psematismenos",778,,Residential,109.25,34.76662911,33.34332348,26,residential,17.1,steep,,,,,,,,,,ΜΑΡΙ,MARI,MARI,44.24,26.43143,17.80857
6352652,https://www.bazaraki.com/adv/6352652_residential-plot-591-m2/?p=24,Residential Plot 591 m²,€78.750,78750,"Larnaca, Mazotos",591,,Residential,133.25,34.79902462413,33.492625122117,78,residential,5.5,moderate,,,,,,,,,,ΚΟΦΙΝΟΥ,KOPHINOU,KOPH,46.26509,46.26509,0
6352657,https://www.bazaraki.com/adv/6352657_residential-plot-2216-m2/?p=24,Residential Plot 2216 m²,€390.000,390000,"Limassol, Pyrgos Lemesou",2216,Η5,Residential,175.99,34.7414034,33.19130630000004,8,tertiary,3.8,flat,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6352493,https://www.bazaraki.com/adv/6352493_residential-field-9000-m2/?p=24,Residential Field 9000 m²,€3.000.000,3000000,"Limassol, Trachoni Lemesou",9000,H3,Residential,333.33,34.65318291706687,32.96332980000145,29,residential,1.3,flat,,,,,,,,,,ΚΟΛΟΣΣΙ,KOLOSSI,KOLO,48.24,28.661101,19.578899
2926162,https://www.bazaraki.com/adv/2926162_fantastic-land-in-germasoyia-lake-with-amazing-mountain-sea-lake-views/?p=24,Residential Field 14000 m²,€2.125.000,2125000,"Limassol, Germasogeia",14000,,Residential,151.79,34.7582133254539,33.10225190564489,98,residential,5.8,moderate,,,,,,,,,,ΓΕΡΜΑΣΟΓΕΙΑ,YERMASOYIA,YERM,47.47,10.793824,36.676176
6352462,https://www.bazaraki.com/adv/6352462_residential-plot-1097-m2/?p=24,Residential Plot 1097 m²,€70.000,70000,"Limassol, Kyperounta",1097,H3a,Residential,63.81,34.94240268755396,32.97309009999859,42,residential,14.8,moderate,,,,,,,,,,ΚΑΡΒΟΥΝΑΣ,KARVOUNAS,KARV,17.44,2.440986,14.999014
5628712,https://www.bazaraki.com/adv/5628712_residential-land-1200-m2/?p=24,Residential Plot 1258 m²,€1.000.000,1000000,"Limassol, Germasogeia",1258,,Residential,794.91,34.71292921600056,33.07637862861156,13,residential,7.2,moderate,,,,,,,,,,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,AYIOS ATHANASIOS,ATHN,49.79,17.281313,32.508687
6352313,https://www.bazaraki.com/adv/6352313_residential-plot-5467-m2/?p=24,Residential Plot 5467 m²,€450.000,450000,"Limassol, Pyrgos Lemesou Tourist Area",5467,,Residential,82.31,34.750569,33.186436,102,residential,6.7,moderate,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6352317,https://www.bazaraki.com/adv/6352317_residential-plot-658-m2/?p=25,Residential Plot 658 m²,€180.000,180000,"Nicosia, Lakatameia - Agios Nikolaos",658,,Residential,273.56,35.09255576,33.31440827,29,residential,0.9,flat,,,,,,,,,,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6352341,https://www.bazaraki.com/adv/6352341_residential-field-100363-m2/?p=25,Residential Field 100363 m²,€8.800.000,8800000,"Larnaca, Pyla",100363,,Residential,87.68,35.00024385,33.68330956,86,residential,1.8,flat,,,,,,,,,,ΠΥΛΑ  ,PYLA-GIS 132kV,PYLA,43.35,38.44939,4.90061
6352282,https://www.bazaraki.com/adv/6352282_residential-field-6972-m2/?p=25,Residential Field 6972 m²,€950.000,950000,"Famagusta, Agia Thekla",6972,,Residential,136.26,35.136833,33.351021,0,residential,0.0,flat,,,,,,,,,,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
6352264,https://www.bazaraki.com/adv/6352264_tourist-field-36456-m2/?p=25,Tourist Field 36456 m²,€800.000,800000,"Larnaca, Mazotos",36456,,Tourist,21.94,34.81437452999207,33.5263811089096,42,tertiary,2.2,flat,,,,,,,,,,ΚΟΦΙΝΟΥ,KOPHINOU,KOPH,46.26509,46.26509,0
6352196,https://www.bazaraki.com/adv/6352196_residential-plot-420-m2/?p=25,Residential Plot 420 m²,€155.000,155000,"Limassol, Trachoni Lemesou",420,Η2,Residential,369.05,34.65707201167704,32.96882861613494,7,residential,5.8,moderate,,,,,,,,,,ΚΟΛΟΣΣΙ,KOLOSSI,KOLO,48.24,28.661101,19.578899
6352185,https://www.bazaraki.com/adv/6352185_agricultural-field-6000-m2/?p=25,Agricultural Field 6000 m²,€50.000,50000,"Paphos, Kallepeia",6000,,Agricultural,8.33,34.84480340196252,32.50236511230468,65,residential,4.4,flat,,,,,,,,,,ΣΤΡΟΥΜΠΙ,STROUMBI,STRU,18.824508,18.824508,0
5904821,https://www.bazaraki.com/adv/5904821_share-residential-land-635-m2/?p=25,(Share) Residential land 635 m²,€100.000,100000,"Famagusta, Paralimni",635,,Residential,157.48,35.06367275400284,34.00662889999826,438,residential,3.3,flat,,,,,,,,,,ΜΕΛΙΖΟΝΑ,MELIZONA,MELI,45.6,9.868421,35.731579
6351999,https://www.bazaraki.com/adv/6351999_residential-field-2592-m2/?p=25,Residential Field 2592 m²,€120.000,120000,"Larnaca, Anglisides",2592,H2,Residential,46.3,34.84867824997136,33.45019528580161,132,residential,3.1,flat,,,,,,,,,,ΚΟΦΙΝΟΥ,KOPHINOU,KOPH,46.26509,46.26509,0
6351970,https://www.bazaraki.com/adv/6351970_agricultural-field-10034-m2/?p=25,Agricultural Field 10034 m²,€220.000,220000,"Larnaca, Mazotos",10034,Γ3,Agricultural,21.93,34.803904,33.487199,0,tertiary,3.1,flat,,,,,,,,,,ΚΟΦΙΝΟΥ,KOPHINOU,KOPH,46.26509,46.26509,0
6351942,https://www.bazaraki.com/adv/6351942_residential-plot-654-m2/?p=25,Residential Plot 654 m²,€100.000,100000,"Famagusta, Paralimni",654,,Residential,152.91,35.0364652019964,33.96384047302371,,,2.2,flat,,,,,,,,,,ΜΕΛΙΖΟΝΑ,MELIZONA,MELI,45.6,9.868421,35.731579
6351945,https://www.bazaraki.com/adv/6351945_agricultural-plot-25272-m2/?p=25,Agricultural Plot 25272 m²,€165.000,165000,"Larnaca, Xylofagou",25272,,Agricultural,6.53,34.97938669819696,33.85806893359603,71,residential,1.8,flat,,,,,,,,,,ΣΩΤΗΡΑ,SOTIRA,SOTE,46.64,40.470905,6.169095
4687877,https://www.bazaraki.com/adv/4687877_agricultural-land-22409-m2/?p=25,Agricultural Field 22409 m²,€250.000,250000,"Larnaca, Athienou",22409,Κτηνοτροφική Ζώνη Γγ1,Agricultural,11.16,35.03118449999999,33.54433420000004,,,7.6,moderate,,,,,,,,,,ΑΘΗΕΝΟΥ,ATHIENOU,ATHI,26.884475,26.884475,0
6351086,https://www.bazaraki.com/adv/6351086_share-agricultural-field-5947-m2/?p=25,(Share) Agricultural Field 5947 m²,€600.000,600000,"Limassol, Pyrgos Lemesou Tourist Area",5947,Γα4,Agricultural,100.89,34.71949738771144,33.18832107940287,88,primary,9.4,moderate,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6350984,https://www.bazaraki.com/adv/6350984_residential-field-10035-m2/?p=25,Residential Field 10035 m²,€2.200.000,2200000,"Limassol, Limassol - Agia Fyla",10035,,Residential,219.23,34.7159586255391,33.01923905190426,44,residential,5.8,moderate,,,,,,,,,,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
6230057,https://www.bazaraki.com/adv/6230057_residential-plot-3060-m2/?p=26,Residential Plot 3060 m²,€220.000,220000,"Limassol, Pelendri",3060,,Residential,71.9,34.89550563374408,32.96658039093017,1,tertiary,18.4,steep,,,,,,,,,,ΚΑΡΒΟΥΝΑΣ,KARVOUNAS,KARV,17.44,2.440986,14.999014
6350966,https://www.bazaraki.com/adv/6350966_residential-plot-874-m2/?p=26,Residential Plot 874 m²,€38.000,38000,,874,Οικιστικό,Residential,43.48,34.940266590726,32.50373840332031,47,residential,9.0,moderate,,,,,,,,,,ΣΤΡΟΥΜΠΙ,STROUMBI,STRU,18.824508,18.824508,0
6350856,https://www.bazaraki.com/adv/6350856_residential-plot-526-m2/?p=26,,,,,526,Κα6,Residential,,35.12934251108155,33.30752813003019,26,residential,2.2,flat,,,,,,,,,,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6242385,https://www.bazaraki.com/adv/6242385_residential-plot-360-m2/?p=26,Residential Plot 360 m²,€160.000,160000,"Nicosia, Strovolos - Agios Vasileios",360,,Residential,444.44,35.13692990793953,33.33814747211349,44,residential,1.6,flat,,,,,,,,,,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
6350708,https://www.bazaraki.com/adv/6350708_residential-field-21378-m2/?p=26,Residential Field 21378 m²,€550.000,550000,"Larnaca, Agios Theodoros",21378,E1,Residential,25.73,34.8145237,33.3812716,75,tertiary,18.1,steep,,,,,,,,,,ΚΟΦΙΝΟΥ,KOPHINOU,KOPH,46.26509,46.26509,0
6350711,https://www.bazaraki.com/adv/6350711_commercial-field-1171-m2/?p=26,Commercial Field 1171 m²,€180.000,180000,"Larnaca, Aradippou - Agios Fanourios",1171,Βα3,Commercial,153.71,34.90875937934264,33.57139914262635,26,primary,2.7,flat,,,,,,,,,,Ε.Β.ΖΩΝΗ,FREE INDUSTRIAL ZONE,FIZ,58.81713,58.81713,0
6350713,https://www.bazaraki.com/adv/6350713_commercial-plot-336-m2/?p=26,,,,,336,Εβ4,Commercial,,35.1434637,33.3441229,11,residential,0.9,flat,,,,,,,,,,ΙΕΡΑΤΙΚΗ ΣΧΟΛΗ,SEMINARY,SEMI,78.1,25.825962,52.274038
6350714,https://www.bazaraki.com/adv/6350714_residential-field-6550-m2/?p=26,Residential Field 6550 m²,€1.200.000,1200000,"Nicosia, Strovolos - Acropolis",6550,ΕΧ1,Residential,183.21,35.1178661,33.3645989,40,residential,2.7,flat,,,,,,,,,,ΔΑΣΟΥΠΟΛΙΣ,DHASOUPOLIS,DHAS,90.39,22.621357,67.768643
6350696,https://www.bazaraki.com/adv/6350696_residential-plot-622-m2/?p=26,Residential Plot 622 m²,€138.000,138000,"Larnaca, Perivolia Larnakas",622,,Residential,221.86,34.8262533110182,33.5765699897049,34,residential,0.5,flat,,,,,,,,,,ΔΙΕΘΝΗΣ ΑΕΡΟΛΙΜΕΝΑΣ,INTERNATIONAL AIRPORT (GIS),AIRP,85.6,40.789514,44.810486
6214364,https://www.bazaraki.com/adv/6214364_share-agricultural-field-1200-m2/?p=26,(Share) Agricultural Field 1200 m²,€125.000,125000,"Famagusta, Deryneia",1200,,Agricultural,104.17,35.06402948612049,33.96080067052534,8,secondary,1.1,flat,,,,,,,,,,ΜΕΛΙΖΟΝΑ,MELIZONA,MELI,45.6,9.868421,35.731579
6350716,https://www.bazaraki.com/adv/6350716_residential-plot-351-m2/?p=26,Residential Plot 351 m²,€80.000,80000,"Nicosia, Ergates",351,H4,Residential,227.92,35.07228862643821,33.23654592618286,263,tertiary,6.6,moderate,,,,,,,,,,ΕΡΓΑΤΕΣ,ERGATES,ERGA,56.099481,56.099481,0
6343200,https://www.bazaraki.com/adv/6343200_agricultural-field-2540-m2/?p=26,Agricultural Field 2540 m²,€220.000,220000,"Paphos, Polemi",2540,,Agricultural,86.61,34.89170980000002,32.51669110000003,35,residential,0.4,flat,,,,,,,,,,ΣΤΡΟΥΜΠΙ,STROUMBI,STRU,18.824508,18.824508,0
6350651,https://www.bazaraki.com/adv/6350651_share-residential-plot-955-m2/?p=26,(Share) Residential Plot 955 m²,€259.000,259000,"Nicosia, Lakatameia - Agia Paraskevi",955,,Residential,271.2,35.11205398556957,33.32020282745361,47,residential,0.9,flat,,,,,,,,,,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
6350611,https://www.bazaraki.com/adv/6350611_residential-plot-1000-m2/?p=26,Residential Plot 1000 m²,€105.000,105000,"Limassol, Trimiklini",1000,,Residential,105.0,34.8466700799059,32.91182041168213,4,residential,16.4,steep,,,,,,,,,,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
6350568,https://www.bazaraki.com/adv/6350568_industrial-plot-4014-m2/?p=26,Industrial Plot 4014 m²,€250.000,250000,"Limassol, Monagroulli",4014,B1,Industrial,62.28,34.74840183178593,33.21276401968968,7,residential,7.6,moderate,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6350573,https://www.bazaraki.com/adv/6350573_residential-plot-315-m2/?p=26,Residential Plot 315 m²,€115.000,115000,"Nicosia, Nicosia - Kaimakli",315,,Residential,365.08,35.17978188748977,33.37891276224036,19,residential,3.6,flat,,,,,,,,,,ΠΑΠΑΚΩΣΤΑΣ,PAPACOSTAS,PAPA,69.28,13.902849,55.377151
6350508,https://www.bazaraki.com/adv/6350508_residential-plot-561-m2/?p=26,Residential Plot 561 m²,€100.000,100000,"Nicosia, Kokkinotrimithia",561,,Residential,178.25,35.15102108192013,33.19703578882718,59,residential,0.5,flat,,,,,,,,,,ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑ,KOKKINOTRIMITHIA,KOKK,45.368034,45.368034,0
6338591,https://www.bazaraki.com/adv/6338591_residential-plot-540-m2/?p=27,Residential Plot 540 m²,€1.000.000,1000000,"Limassol, Potamos Germasogeias",540,,Residential,1851.85,34.70060855,33.08137911,33,residential,2.7,flat,,,,,,,,,,ΓΕΡΜΑΣΟΓΕΙΑ,YERMASOYIA,YERM,47.47,10.793824,36.676176
6286415,https://www.bazaraki.com/adv/6286415_residential-plot-12560-m2/?p=27,Residential Plot 12560 m²,€940.000,940000,"Nicosia, Strovolos - Agios Vasileios",12560,,Residential,74.84,35.13182348209876,33.34048022417337,6,residential,1.1,flat,,,,,,,,,,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
6287707,https://www.bazaraki.com/adv/6287707_residential-plot-11960-m2/?p=27,Residential Plot 11960 m²,€900.000,900000,"Nicosia, Latsia - Agios Georgios",11960,,Residential,75.25,35.09887845711311,33.3730590286822,12,residential,3.6,flat,,,,,,,,,,ΔΑΣΟΥΠΟΛΙΣ,DHASOUPOLIS,DHAS,90.39,22.621357,67.768643
6350361,https://www.bazaraki.com/adv/6350361_residential-plot-4580-m2/?p=27,Residential Plot 4580 m²,€183.000,183000,"Larnaca, Xylofagou",4580,,Residential,39.96,34.978193710611734,33.84964656560261,11,residential,2.2,flat,,,,,,,,,,ΣΩΤΗΡΑ,SOTIRA,SOTE,46.64,40.470905,6.169095
6350363,https://www.bazaraki.com/adv/6350363_residential-plot-1381-m2/?p=27,Residential Plot 1381 m²,€135.000,135000,"Paphos, Chlorakas",1381,,Residential,97.76,34.79797839013777,32.41175252954366,29,residential,4.4,flat,,,,,,,,,,ΧΑΤΖΗΠΑΣΧΑΛΗΣ,HADJIPA SCHALIS,HADJ,88.56,13.056824,75.503176
4797550,https://www.bazaraki.com/adv/4797550_residential-land-131-m2/?p=27,Residential land 131 m²,€99.000,99000,"Nicosia, Strovolos - Agios Vasileios",131,,Residential,755.73,35.12814402517099,33.34756867270956,14,residential,3.3,flat,,,,,,,,,,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
6350300,https://www.bazaraki.com/adv/6350300_residential-plot-6690-m2/?p=27,Residential Plot 6690 m²,€335.000,335000,"Limassol, Agros",6690,Η6,Residential,50.07,34.91597823338923,33.02726560000009,41,primary,21.4,steep,,,,,,,,,,ΚΑΡΒΟΥΝΑΣ,KARVOUNAS,KARV,17.44,2.440986,14.999014
6350295,https://www.bazaraki.com/adv/6350295_residential-plot-1350-m2/?p=27,Residential Plot 1350 m²,€190.000,190000,"Limassol, Agros",1350,Η2,Residential,140.74,34.91608877998243,33.02654060000025,40,primary,21.4,steep,,,,,,,,,,ΚΑΡΒΟΥΝΑΣ,KARVOUNAS,KARV,17.44,2.440986,14.999014
6350291,https://www.bazaraki.com/adv/6350291_agricultural-field-2000-m2/?p=27,Agricultural Field 2000 m²,€25.000,25000,"Limassol, Asgata",2000,G3,Agricultural,12.5,34.77519570000002,33.26836119999999,100,tertiary,28.8,steep,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6350232,https://www.bazaraki.com/adv/6350232_tourist-plot-11279-m2/?p=27,Tourist Plot 11279 m²,€6.000.000,6000000,"Larnaca, Perivolia Larnakas",11279,TH4,Tourist,531.96,34.82124199747562,33.58153910000048,28,residential,0.9,flat,,,,,,,,,,ΔΙΕΘΝΗΣ ΑΕΡΟΛΙΜΕΝΑΣ,INTERNATIONAL AIRPORT (GIS),AIRP,85.6,40.789514,44.810486
6119153,https://www.bazaraki.com/adv/6119153_residential-plot-292-m2/?p=28,Residential Plot 292 m²,€70.000,70000,"Larnaca, Tersefanou",292,H1,Residential,239.73,34.85428049363375,33.5477962000034,37,secondary,3.1,flat,,,,,,,,,,Ε.Β.ΖΩΝΗ,FREE INDUSTRIAL ZONE,FIZ,58.81713,58.81713,0
6350228,https://www.bazaraki.com/adv/6350228_residential-plot-1676-m2/?p=28,Residential Plot 1676 m²,€275.000,275000,"Nicosia, Kato Deftera",1676,,Residential,164.08,35.08239805390592,33.28575129323536,11,residential,1.1,flat,,,,,,,,,,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6350139,https://www.bazaraki.com/adv/6350139_residential-plot-242-m2/?p=28,Residential Plot 242 m²,€80.000,80000,"Limassol, Vasa Koilaniou",242,H1,Residential,330.58,34.83219568433382,32.79054650000121,12,residential,7.2,moderate,,,,,,,,,,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
6083439,https://www.bazaraki.com/adv/6083439_agricultural-land-5909-m2/?p=28,Agricultural Field 5909 m²,€60.000  €70.000,60000,"Paphos, Episkopi Pafou",5909,Γ3,Agricultural,10.15,34.79526814927616,32.52596855163574,7,tertiary,39.4,steep,,,,,,,,,,ΝΕΑ ΠΑΦΟΣ,NEW PAPHOS,NPAF,86.01,26.161838,59.848162
6124985,https://www.bazaraki.com/adv/6124985_residential-field-993-m2/?p=28,Residential Field 993 m²,€115.000,115000,"Nicosia, Agioi Trimithias",993,H1(100%),Residential,115.81,35.11216779547597,33.2097156999998,23,residential,2.2,flat,,,,,,,,,,ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑ,KOKKINOTRIMITHIA,KOKK,45.368034,45.368034,0
6350033,https://www.bazaraki.com/adv/6350033_commercial-field-6270-m2/?p=28,Commercial Field 6270 m²,€5.950.000,5950000,"Limassol, Agios Stylianos",6270,,Commercial,948.96,34.70644597,33.06103935,6,secondary,2.2,flat,,,,,,,,,,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,AYIOS ATHANASIOS,ATHN,49.79,17.281313,32.508687
6350034,https://www.bazaraki.com/adv/6350034_residential-plot-594-m2/?p=28,Residential Plot 594 m²,€1.400.000,1400000,"Limassol, Limassol - Agios Nicolaos",594,,Residential,2356.9,34.69426471,33.06408509,39,residential,2.7,flat,,,,,,,,,,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,AYIOS ATHANASIOS,ATHN,49.79,17.281313,32.508687
