id,url,title,price,price_numeric,location,listing_area_m2,listing_zone,listing_type,cost_per_sqm,lat,lng,road_distance_m,road_type,slope_pct,slope_class,district,municipality,parcel_number,sheet,plan,block,parcel_area_m2,planning_zone,planning_zone_desc,substation_el,substation_en,substation_id,hosting_capacity_mw,res_total_mw,available_capacity_mw
6055992,https://www.bazaraki.com/adv/6055992_agricultural-land-17573-m2/?p=54,Agricultural land 17573 m²,€425.000,425000,"Famagusta, Sotira",17573,Γα2,Agricultural,24.18,34.97896134138685,33.90531513135167,81,motorway,2.2,flat,AMMOCHOSTOS,"AGIA NAPA, SOTIRA",263,0,2-282-372,10,1421,Γα2,ΑΓΡΟΤΙΚΕΣ ΖΩΝΕΣ,ΣΩΤΗΡΑ,SOTIRA,SOTE,46.64,40.470905,6.169095
4245544,https://www.bazaraki.com/adv/4245544_residential-land-20512-m2/?p=92,Residential land 20512 m²,€2.090.000,2090000,"Paphos, Polis Chrysochous",20512,,Residential,101.89,35.03619003468875,32.43512111187745,17,residential,6.0,moderate,PAFOS,"POLI CHRYSOCHOUS, POLI CHRYSOCHOUS",,,,,,Κα6,ΠΕΡΙΟΧΗ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
5889305,https://www.bazaraki.com/adv/5889305_residential-land-551-m2/?p=19,Residential land 551 m²,€95.000,95000,"Nicosia, Kato Deftera",551,60%,Residential,172.41,35.08541450758698,33.29382803692963,48,residential,0.5,flat,LEFKOSIA,KATO DEFTERA,309,30,28W2,4,27128,Η3,ΚΑΤΟΙΚΙΑ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
5921253,https://www.bazaraki.com/adv/5921253_residential-land-36996-m2/?p=49,Residential land 36996 m²,€750.000,750000,"Limassol, Apesia",36996,,Residential,20.27,34.78810393812366,32.97736883083417,23,tertiary,1.3,flat,LEMESOS,APESIA,572,53,08,0,1961,Η2,ΚΑΤΟΙΚΙΑ,ΥΨΩΝΑΣ,YPSONAS,YPSO,15.442737,15.442737,0
5513213,https://www.bazaraki.com/adv/5513213_residential-land-13335-m2/?p=69,Residential Field 13335 m²,€2.000.000,2000000,"Limassol, Agios Tychon",13335,,Residential,149.98,34.73038026377776,33.1357152025501,93,residential,16.4,steep,LEMESOS,AGIOS TYCHON,223,0,2-212-344,7,6273,Η6,ΚΑΤΟΙΚΙΑ,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
5425745,https://www.bazaraki.com/adv/5425745_residential-land-2466-m2/?p=61,Residential land 2466 m²,€450.000,450000,"Limassol, Akrounta",2466,,Residential,182.48,34.77542120218715,33.08665546864738,281,tertiary,21.4,steep,LEMESOS,"AMATHOUNTA, AKROUNTA",20,54,04,0,5776,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΓΕΡΜΑΣΟΓΕΙΑ,YERMASOYIA,YERM,47.47,10.793824,36.676176
5930701,https://www.bazaraki.com/adv/5930701_commercial-land-528-m2/?p=29,Commercial land 528 m²,€1.400.000,1400000,"Limassol, Limassol - Apostolos Andreas",528,Εβ2,Commercial,2651.52,34.68009248142251,33.02638894933574,12,secondary,1.8,flat,LEMESOS,"LEMESOS, LEMESOS",,,,,,Εβ2,ΕΜΠΟΡΙΚΕΣ ΚΑΙ ΑΛΛΕΣ ΔΡΑΣΤ. ΕΚΤΟΣ ΠΥΚΝ. ΠΕΡ. ΠΟΛΗΣ,ΟΜΟΝΟΙΑ,OMONIA,OMON,48.85,9.892783,38.957217
6330341,https://www.bazaraki.com/adv/6330341_residential-plot-585-m2/?p=11,Residential Plot 585 m²,€60.000,60000,"Nicosia, Anageia",585,,Residential,102.56,35.072197,33.252758,0,residential,3.8,flat,LEFKOSIA,ANAGEIA,,,,,,Η1,ΖΩΝΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΕΡΓΑΤΕΣ,ERGATES,ERGA,56.099481,56.099481,0
6245460,https://www.bazaraki.com/adv/6245460_residential-field-12375-m2/?p=81,Residential Field 12375 m²,€1.800.000,1800000,"Limassol, Limassol - Agia Fyla",12375,,Residential,145.45,34.71772305544987,33.01127407752836,12,residential,4.9,flat,LEMESOS,"LEMESOS, LEMESOS",2527,54,33,0,250,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
5513657,https://www.bazaraki.com/adv/5513657_residential-land-520-m2/?p=68,Residential land 520 m²,€250.000,250000,"Limassol, Ypsonas",520,,Residential,480.77,34.69271938212847,32.9704415910508,19,residential,3.8,flat,LEMESOS,"KOURIO, YPSONAS",3147,53,55,0,594,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΠΟΛΕΜΙΔΙΑ,POLEMIDHIA 132kV,POLE,47.82,25.654125,22.165875
4913550,https://www.bazaraki.com/adv/4913550_agricultural-land-51671-m2/?p=11,Agricultural Field 51671 m²,€63.500  €92.500,63500,"Limassol, Pelendri",51671,,Agricultural,1.23,34.855329702177,32.978875213684,497,tertiary,28.5,steep,LEMESOS,PELENDRI,98,47,32,0,53081,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
5146531,https://www.bazaraki.com/adv/5146531_residential-land-663-m2/?p=92,Residential land 663 m²,€175.000,175000,"Paphos, Tala",663,,Residential,263.95,34.83960404146855,32.438898726135854,6,residential,15.3,steep,PAFOS,TALA,,,,,,Κα8,ΠΕΡΙΟΧΗ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΔΡΟΜΟΣ ΑΚΟΥΡΣΟΥ,AKOURSOS ROAD,AKUR,38.07,24.96924,13.10076
6018908,https://www.bazaraki.com/adv/6018908_residential-land-2669-m2/?p=32,Residential land 2669 m²,€360.000  €420.000,360000,"Limassol, Erimi",2669,H3,Residential,134.88,34.68540236985147,32.93670433486781,11,residential,4.5,flat,LEMESOS,"KOURIO, KOLOSSI",439,53,54,0,655384,Η3,ΚΑΤΟΙΚΙΑ,ΚΟΛΟΣΣΙ,KOLOSSI,KOLO,48.24,28.661101,19.578899
5421688,https://www.bazaraki.com/adv/5421688_tourist-land-87264-m2/?p=74,Tourist land 87264 m²,€12.200.000,12200000,"Larnaca, Softades",87264,,Tourist,139.81,34.8318580487493,33.55314934336357,458,secondary,1.3,flat,LARNAKA,SOFTADES,32,50,45,0,9388,Ζ1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΚΟΦΙΝΟΥ,KOPHINOU,KOPH,46.26509,46.26509,0
5407192,https://www.bazaraki.com/adv/5407192_industrial-land-1752-m2/?p=87,Industrial Field 1752 m²,€800.000,800000,"Nicosia, Strovolos - Agios Vasileios",1752,,Industrial,456.62,35.1277146,33.3725086,100,tertiary,2.2,flat,LEFKOSIA,STROVOLOS,2305,30,07W2,10,20237,ΕΠ5,ΕΙΔΙΚΗ ΠΕΡΙΟΧΗ,ΔΑΣΟΥΠΟΛΙΣ,DHASOUPOLIS,DHAS,90.39,22.621357,67.768643
6194343,https://www.bazaraki.com/adv/6194343_residential-plot-624-m2/?p=98,Residential Plot 624 m²,€169.000,169000,"Nicosia, Latsia - Agios Georgios",624,,Residential,270.83,35.09632627672374,33.38537233230519,18,residential,2.2,flat,LEFKOSIA,"LATSIA - GERI, LATSIA",,,,,,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΤΣΙΑ,LATSIA,LATS,73.836782,73.836782,0
6127453,https://www.bazaraki.com/adv/6127453_residential-plot-630-m2/?p=12,Residential Plot 630 m²,€1.890.000,1890000,"Limassol, Limassol - Agia Triada",630,,Residential,3000.0,34.67819963496206,33.04810881614686,36,residential,1.1,flat,LEMESOS,"LEMESOS, LEMESOS",1294,54,580601,1,315,Πα8α,ΠΕΡΙΟΧΕΣ ΙΣΤΟΡΙΚΩΝ ΠΥΡΗΝΩΝ,ΠΑΛΑΙΟ ΜΗΧΑΝΟΣΤΑΣΙΟ,OLD POWER STATION,OLPS,72.78,3.503066,69.276934
5519403,https://www.bazaraki.com/adv/5519403_agricultural-land-14716-m2/?p=96,Agricultural Field 14716 m²,€17.000  €19.000,17000,"Nicosia, Lythrodontas",14716,,Agricultural,1.16,34.9212492,33.287649,,,47.2,steep,LEFKOSIA,LYTHRODONTAS,370,39,51,0,29285,Ζ1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
5839543,https://www.bazaraki.com/adv/5839543_residential-land-3551-m2/?p=31,Residential Field 3551 m²,€4.800.000,4800000,"Limassol, Germasogeia",3551,,Residential,1351.73,34.70644173721187,33.06130342759395,29,secondary,2.2,flat,LEMESOS,"AMATHOUNTA, AG. ATHANASIOS",4,0,2-205-341,2,183015,Ββ2,ΚΥΒΕΡΝΗΤΙΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΠΕΡΙΟΧΗ ΚΑΤ. Α ΚΑΙ Β,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,AYIOS ATHANASIOS,ATHN,49.79,17.281313,32.508687
5903154,https://www.bazaraki.com/adv/5903154_residential-land-630-m2/?p=95,Residential land 630 m²,€1.890.000,1890000,"Limassol, Limassol - Agia Triada",630,,Residential,3000.0,34.68840051585451,33.03755094012296,13,residential,2.2,flat,LEMESOS,"LEMESOS, LEMESOS",,,,,,Κα4,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΠΑΛΑΙΟ ΜΗΧΑΝΟΣΤΑΣΙΟ,OLD POWER STATION,OLPS,72.78,3.503066,69.276934
6090334,https://www.bazaraki.com/adv/6090334_residential-land-45848-m2/?p=81,Residential Plot 45848 m²,€22.000.000,22000000,"Limassol, Agios Tychon",45848,Agios Tychonas,Residential,479.85,34.721774659438566,33.146056781591,4,residential,11.2,moderate,LEMESOS,AGIOS TYCHON,186,0,2-213-343,6,12987,Η4,ΚΑΤΟΙΚΙΑ,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
6245584,https://www.bazaraki.com/adv/6245584_residential-plot-524-m2/?p=81,Residential Plot 524 m²,€119.000,119000,"Nicosia, Kato Deftera",524,80%,Residential,227.1,35.08273023490627,33.27656842930542,39,residential,2.2,flat,LEFKOSIA,KATO DEFTERA,250,30,27W2,3,2957,Η2,ΚΑΤΟΙΚΙΑ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
5994581,https://www.bazaraki.com/adv/5994581_agricultural-land-17243-m2/?p=46,Agricultural land 17243 m²,€40.000,40000,"Limassol, Pachna",17243,Γ3,Agricultural,2.32,34.778440387096445,32.79472824347977,20,residential,17.1,steep,LEMESOS,PACHNA,486,53,5308V01,1,309,Η1,ΚΑΤΟΙΚΙΑ,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
6053580,https://www.bazaraki.com/adv/6053580_residential-land-809-m2/?p=58,Residential Plot 809 m²,€90.000,90000,"Nicosia, Agia Varvara Lefkosias",809,Ka8,Residential,111.25,34.99745649175639,33.36050165389742,317,residential,6.6,moderate,LEFKOSIA,AGIA VARVARA,373,0,2-232-374,9,3289,Γα4,ΑΓΡΟΤΙΚΕΣ ΖΩΝΕΣ/ΠΕΡΙΑΣΤΙΚΕΣ ΠΕΡΙΟΧΕΣ,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
6271195,https://www.bazaraki.com/adv/6271195_share-residential-plot-277-m2/?p=63,(Share) Residential Plot 277 m²,€85.000,85000,"Nicosia, Lakatameia - Agia Paraskevi",277,,Residential,306.86,35.1103323483848,33.31396458173998,14,residential,0.5,flat,LEFKOSIA,"LAKATAMEIA, LAKATAMEIA",1503,30,12E2,2,591,Κα7,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
5427079,https://www.bazaraki.com/adv/5427079_residential-land-502-m2/?p=69,Residential land 502 m²,€150.000,150000,"Famagusta, Liopetri",502,Κα4,Residential,298.8,34.99765666355031,33.89308521979356,88,secondary,1.3,flat,AMMOCHOSTOS,"AGIA NAPA, LIOPETRI",330,0,2-281-374,8,4556,Κα6,ΚΑΤΟΙΚΙΑ,ΣΩΤΗΡΑ,SOTIRA,SOTE,46.64,40.470905,6.169095
5694409,https://www.bazaraki.com/adv/5694409_tourist-land-73726-m2/?p=31,Tourist Field 73726 m²,€5.580.000,5580000,"Paphos, Mandria Pafou",73726,,Tourist,75.69,34.71444614320711,32.5383948513963,257,residential,1.8,flat,PAFOS,MANDRIA,47,51,47,0,62004,Ζ1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΞΕΡΟΠΟΤΑΜΟΣ,XEROPOTAMOS,XERP,17.14,17.11593,0.02407
4662970,https://www.bazaraki.com/adv/4662970_agricultural-land-27760-m2/?p=35,Agricultural land 27760 m²,€25.000,25000,"Paphos, Mousere",27760,other,Agricultural,0.9,34.764379279258,32.697343289611,168,tertiary,14.4,moderate,PAFOS,MOUSERE,168,52,13,0,27356,ΑΖ,ΑΝΕΥ ΖΩΝΗΣ,ΠΙΣΣΟΥΡΙ,PISSOURI,PISS,23.193115,23.193115,0
4346056,https://www.bazaraki.com/adv/4346056_residential-land-2007-m2/?p=65,Residential Field 2007 m²,€100.000,100000,"Larnaca, Maroni",2007,Η2,Residential,49.83,34.75457446127789,33.35667461109328,2,residential,6.7,moderate,LARNAKA,MARONI,,,,,,Η1,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΜΑΡΙ,MARI,MARI,44.24,26.43143,17.80857
4955179,https://www.bazaraki.com/adv/4955179_agricultural-land-6169-m2/?p=10,Agricultural Field 6169 m²,€6.750,6750,"Limassol, Dora",6169,Agricultural,Agricultural,1.09,34.788681,32.707534,,,24.3,steep,LEMESOS,DORA,23,52,05,0,5720,Ζ1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΞΕΡΟΠΟΤΑΜΟΣ,XEROPOTAMOS,XERP,17.14,17.11593,0.02407
6057611,https://www.bazaraki.com/adv/6057611_residential-land-970-m2/?p=50,Residential Plot 970 m²,€270.000,270000,"Larnaca, Aradippou - Agios Fanourios",970,Κα5,Residential,278.35,34.94284908090212,33.59545435115825,25,tertiary,2.2,flat,LARNAKA,"ARADIPPOU, ARADIPPOU",1796,40,47E1,6,3087,Κα5,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΡΝΑΚΑ,LARNACA,LARN,73.78,46.067648,27.712352
6313799,https://www.bazaraki.com/adv/6313799_residential-plot-593-m2/?p=17,Residential Plot 593 m²,€61.000,61000,"Famagusta, Sotira",593,,Residential,102.87,35.0082328,33.8974781,12,residential,2.2,flat,AMMOCHOSTOS,"AGIA NAPA, LIOPETRI",,,,,,Κα6,ΚΑΤΟΙΚΙΑ,ΣΩΤΗΡΑ,SOTIRA,SOTE,46.64,40.470905,6.169095
6213699,https://www.bazaraki.com/adv/6213699_agricultural-plot-9700-m2/?p=36,Agricultural Plot 9700 m²,€70.000,70000,"Larnaca, Vavla",9700,Γ3,Agricultural,7.22,34.84142214166116,33.26866149902344,5,residential,19.8,steep,LARNAKA,"LEFKARA, VAVLA",159,49,4313V01,1,194,Η1,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΜΑΡΙ,MARI,MARI,44.24,26.43143,17.80857
5969933,https://www.bazaraki.com/adv/5969933_residential-land-9245-m2/?p=33,Residential land 9245 m²,€1.100.000,1100000,"Paphos, Paphos - Anavargos",9245,,Residential,118.98,34.79229246083376,32.44296791609859,8,residential,3.3,flat,PAFOS,PAFOS,,,,,,Κα5,ΠΕΡΙΟΧΗ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΝΕΑ ΠΑΦΟΣ,NEW PAPHOS,NPAF,86.01,26.161838,59.848162
5995254,https://www.bazaraki.com/adv/5995254_residential-land-2676-m2/?p=78,Residential land 2676 m²,€240.000,240000,"Larnaca, Oroklini",2676,,Residential,89.69,34.99083464319579,33.67149970060538,249,residential,4.9,flat,LARNAKA,"LARNAKA, VOROKLINI",11,0,2-261-373,3,31341,Ζ1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΠΥΛΑ  ,PYLA-GIS 132kV,PYLA,43.35,38.44939,4.90061
6097476,https://www.bazaraki.com/adv/6097476_residential-land-641-m2/?p=66,Residential land 641 m²,€170.000,170000,"Nicosia, Dali - Ag Konst and Elenis",641,,Residential,265.21,35.0713683628788,33.38483944692328,17,residential,2.7,flat,LEFKOSIA,"NOTIA L/SIA - IDALION, IDALION",3867,30,39E2,13,6206,Αα,"ΔΗΜΟΣΙΕΣ ΧΡΗΣΕΙΣ (ΕΚΠΑΙΔΕΥΣΗ, ΓΡΑΦΕΙΑ ΔΗΜ. ΤΟΜ., ΣΤΑΔΙΑ Κ.Ο.Κ)ΠΑΡΑΓΡΑΦΟΣ 11.7.8",ΛΑΤΣΙΑ,LATSIA,LATS,73.836782,73.836782,0
4268011,https://www.bazaraki.com/adv/4268011_agricultural-land-8179-m2/?p=92,Agricultural land 8179 m²,€612.000,612000,"Nicosia, Pano Deftera",8179,,Agricultural,74.83,35.07035576439629,33.27587576912432,240,residential,3.3,flat,LEFKOSIA,PANO DEFTERA,303,30,35W2,8,10685,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6204514,https://www.bazaraki.com/adv/6204514_agricultural-field-4700-m2/?p=70,Agricultural Field 4700 m²,€130.000,130000,"Nicosia, Alampra",4700,Γα4,Agricultural,27.66,34.98888531646023,33.39880423084861,15,residential,6.6,moderate,LEFKOSIA,"NOTIA L/SIA - IDALION, ALAMPRA",87,39,1102V01,1,283,Πα9,ΠΕΡΙΟΧΕΣ ΠΥΡΗΝΩΝ ΚΑΙ ΣΥΝΕΧΟΥΣ ΔΟΜΗΣΗΣ,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
5038791,https://www.bazaraki.com/adv/5038791_residential-land-1770-m2/?p=61,Residential land 1770 m²,€250.000,250000,"Limassol, Germasogeia",1770,,Residential,141.24,34.69638360598321,33.06041839016122,25,residential,3.8,flat,LEMESOS,"LEMESOS, LEMESOS",490,54,510104,3,533,Κα4,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,AYIOS ATHANASIOS,ATHN,49.79,17.281313,32.508687
6238984,https://www.bazaraki.com/adv/6238984_residential-plot-6690-m2/?p=100,Residential Plot 6690 m²,€1.150.000,1150000,"Limassol, Kato Platres",6690,H6,Residential,171.9,34.87640323987368,32.83577924492127,17,residential,24.7,steep,LEMESOS,KATO PLATRES,234,47,18,0,561,Η3,ΚΑΤΟΙΚΙΑ,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
6313811,https://www.bazaraki.com/adv/6313811_residential-plot-10493-m2/?p=17,Residential Plot 10493 m²,€69.000,69000,"Larnaca, Aradippou - Apostolos Loukas",10493,,Residential,6.58,34.917438,33.605027,46,residential,1.1,flat,LARNAKA,"LARNAKA, LARNAKA",1622,40,63E1,11,1859,Κα4,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΡΝΑΚΑ,LARNACA,LARN,73.78,46.067648,27.712352
4699939,https://www.bazaraki.com/adv/4699939_agricultural-land-3498-m2/?p=97,Tourist Field 3498 m²,€150.000  €220.000,150000,"Famagusta, Paralimni",3498,,Tourist,42.88,35.0261848,34.0293694,199,secondary,3.3,flat,AMMOCHOSTOS,"PARALIMNI - DERYNEIA,PARALIMNI",645,0,2-293-377,14,3498,Τ2β4,ΤΟΥΡΙΣΤΙΚΗ ΖΩΝΗ,ΠΡΩΤΑΡΑΣ,PROTARAS,PROT,67.43,11.333014,56.096986
5038861,https://www.bazaraki.com/adv/5038861_residential-land-26420-m2/?p=63,Residential Field 26420 m²,€850.000,850000,"Limassol, Germasogeia",26420,,Residential,32.17,34.71341629612577,33.08353274535,15,residential,12.6,moderate,LEMESOS,"AMATHOUNTA, GERMASOGEIA",493,0,2-207-342,5,1048,Κα8,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΓΕΡΜΑΣΟΓΕΙΑ,YERMASOYIA,YERM,47.47,10.793824,36.676176
6067720,https://www.bazaraki.com/adv/6067720_residential-land-558-m2/?p=27,Residential land 558 m²,€60.000,60000,"Limassol, Prastio Kellakiou",558,H3,Residential,107.53,34.80871071656479,33.14135989436016,211,residential,36.0,steep,LEMESOS,PRASTIO KELLAKIOU,791,48,54,0,572,Η3,ΚΑΤΟΙΚΙΑ,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6308422,https://www.bazaraki.com/adv/6308422_agricultural-field-2342-m2/?p=24,Agricultural Field 2342 m²,€12.000,12000,"Nicosia, Kokkinotrimithia",2342,,Agricultural,5.12,35.162479,33.242059,,,6.3,moderate,LEFKOSIA,KOKKINOTRIMITHIA,91,21,50,0,2466,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑ,KOKKINOTRIMITHIA,KOKK,45.368034,45.368034,0
5425863,https://www.bazaraki.com/adv/5425863_commercial-land-1585-m2/?p=62,Commercial land 1585 m²,€12.000.000,12000000,"Limassol, Limassol - Katholiki",1585,,Commercial,7570.98,34.67065958996117,33.03275170978345,58,secondary,1.1,flat,LEMESOS,"LEMESOS, LEMESOS",276,59,020104,3,45462,ΕΠ,ΕΙΔΙΚΗ ΠΕΡΙΟΧΗ,ΟΜΟΝΟΙΑ,OMONIA,OMON,48.85,9.892783,38.957217
5696796,https://www.bazaraki.com/adv/5696796_commercial-land-986-m2/?p=29,Commercial land 986 m²,€2.100.000,2100000,"Limassol, Limassol Marina",986,,Commercial,2129.82,34.67037056668336,33.03917557709202,31,residential,1.3,flat,LEMESOS,"LEMESOS, LEMESOS",175,59,020203,1,161267,ΕΜ,ΕΙΔΙΚΕΣ ΠΕΡΙΟΧΕΣ ΜΑΡΙΝΩΝ,ΠΑΛΑΙΟ ΜΗΧΑΝΟΣΤΑΣΙΟ,OLD POWER STATION,OLPS,72.78,3.503066,69.276934
6101025,https://www.bazaraki.com/adv/6101025_agricultural-land-21991-m2/?p=57,Agricultural land 21991 m²,€400.000,400000,"Larnaca, Pyrga Larnakas",21991,Γ3,Agricultural,18.19,34.91828317571439,33.41417898175894,284,primary,1.1,flat,LARNAKA,PYRGA LARNAKAS,224,39,64,0,20813,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
5852310,https://www.bazaraki.com/adv/5852310_residential-land-265-m2/?p=103,Residential land 265 m²,€59.000,59000,"Nicosia, Tseri",265,Ka8,Residential,222.64,35.08961990611071,33.32973908418344,12,residential,1.3,flat,LEFKOSIA,"LAKATAMEIA, TSERI",,,,,,Κα8,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
4884222,https://www.bazaraki.com/adv/4884222_residential-land-2044-m2/?p=40,Residential Field 2044 m²,€70.000,70000,"Nicosia, Mitsero",2044,Η2,Residential,34.25,35.038810081615026,33.13199190961188,23,secondary,1.6,flat,LEFKOSIA,MITSERO,1842,29,53,0,1696,Η2,ΚΑΤΟΙΚΙΑ,ΟΡΟΥΝΤΑ,OROUNDA,OROU,64,53.119112,0
5748185,https://www.bazaraki.com/adv/5748185_residential-land-835-m2/?p=24,Residential land 825 m²,€240.000,240000,"Nicosia, Lakatameia - Agia Paraskevi",825,Ka7,Residential,290.91,35.09393337294493,33.31701517273004,26,residential,1.1,flat,LEFKOSIA,"LAKATAMEIA, LAKATAMEIA",1339,30,28E1,6,1137,Κα8,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6219238,https://www.bazaraki.com/adv/6219238_residential-plot-11456-m2/?p=37,Residential Plot 11456 m²,€1.250.000,1250000,"Limassol, Moni",11456,,Residential,109.11,34.745039,33.199897,13,residential,4.9,flat,LEMESOS,MONI,,,,,,Η5,ΚΑΤΟΙΚΙΑ,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6082865,https://www.bazaraki.com/adv/6082865_residential-land-112-m2/?p=98,Residential land 112 m²,€74.000,74000,"Limassol, Erimi",112,H1,Residential,660.71,34.67779585515015,32.91725949420004,9,tertiary,7.1,moderate,LEMESOS,"KOURIO, ERIMI",,,,,,Η1,ΚΑΤΟΙΚΙΑ,ΚΟΛΟΣΣΙ,KOLOSSI,KOLO,48.24,28.661101,19.578899
5342832,https://www.bazaraki.com/adv/5342832_residential-land-5352-m2/?p=29,Residential land 5352 m²,€750.000,750000,"Limassol, Pera Pedi",5352,H5,Residential,140.13,34.85569,32.863392,463,residential,20.3,steep,LEMESOS,PERA PEDI,263,47,27,0,22589,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
